-0.2139  	0.32983  	-0.0629  	-1.0797  	-0.5108  	-1.3836  	0.32572  	0.32723  	0.38897  	0.02123  	-0.0366  	0.05229  	0.48683  	0.85730  	0.53589  	1.57324  	-0.3190  	-0.1513  	0.12569  	0.76872  	-0.0587  	-1.1448  	-1.0596  	1.05577  	0.85614  	-0.1137  	0.37162  	0.53914  	-0.3649  	0.09429  	0.11225  	0.33161  	-0.2648  	-0.0254  	0.56296  	-0.2003  	0.21020  	-0.2323  	-0.4401  	0.81412  	0.50803  	-0.0579  	-0.2568  	0.55680  	0.31493  	-0.0349  	0.04037  	-0.1212  	-0.1055  	0.06313  	-0.0510  	-0.0595  	-0.0548  	-0.0166  	-0.0021  	-0.0845  	-0.0646  	-0.0826  	-0.0016  	-0.0075  	0.01075  	0.00960  	-0.0319  	0.02684  	0.18946  	-0.1177  	-0.0114  	0.00832  	-0.0284  	0.46625  	1.19142  	129.859  	112.528  	
-0.1920  	0.34725  	-0.2236  	-0.8199  	-0.3135  	-1.4283  	0.38083  	0.29123  	0.38088  	0.07367  	-0.3414  	-0.0057  	0.59119  	1.02007  	0.75210  	1.44173  	-0.3636  	-0.1299  	0.09515  	0.75016  	-0.2398  	-1.0907  	-1.1583  	0.99580  	0.97984  	-0.1301  	0.39019  	0.66431  	-0.1154  	0.19296  	0.09217  	0.28175  	-0.2775  	-0.0103  	0.52262  	-0.1381  	0.05621  	-0.3028  	-0.3516  	0.88392  	0.46149  	-0.0373  	-0.2767  	0.55521  	0.32127  	-0.0335  	0.03279  	-0.1140  	-0.0987  	0.05360  	-0.0342  	-0.0562  	-0.0519  	-0.0193  	-0.0025  	-0.0764  	-0.0649  	-0.0813  	0.00879  	-0.0030  	0.00877  	0.01643  	-0.0362  	0.02609  	0.18946  	-0.1177  	-0.0114  	0.00832  	-0.0284  	0.46625  	1.19142  	129.859  	112.528  	
-0.1974  	0.32555  	-0.3407  	-0.5007  	-0.1278  	-1.5151  	0.34649  	0.30684  	0.40956  	0.03709  	-0.3993  	0.06735  	0.62023  	1.19568  	0.93935  	1.40511  	-0.4098  	-0.1636  	0.05214  	0.82457  	-0.2946  	-1.0348  	-1.2367  	1.07928  	1.04811  	-0.1304  	0.32763  	0.70632  	-0.0784  	0.22646  	0.08712  	0.25098  	-0.2735  	-0.0045  	0.59556  	-0.1463  	-0.0166  	-0.3206  	-0.3307  	0.92426  	0.36987  	-0.0089  	-0.3299  	0.54918  	0.31391  	-0.0467  	0.04086  	-0.1382  	-0.1025  	0.04759  	-0.0393  	-0.0614  	-0.0516  	-0.0169  	-0.0082  	-0.0910  	-0.0584  	-0.0840  	0.00761  	0.00137  	0.00466  	0.01507  	-0.0388  	0.03627  	0.18946  	-0.1177  	-0.0114  	0.00832  	-0.0284  	0.46625  	1.19142  	129.859  	112.528  	
-0.3635  	0.25932  	-0.4004  	-0.5361  	-0.1496  	-1.6471  	0.33239  	0.24257  	0.36119  	0.00287  	-0.2799  	0.13564  	0.52209  	0.98614  	0.80456  	1.40439  	-0.3431  	-0.1534  	0.06347  	0.90143  	-0.3519  	-1.1031  	-1.2660  	1.07970  	0.97652  	-0.1117  	0.35431  	0.78779  	-0.1847  	0.18942  	0.04745  	0.31779  	-0.2569  	0.03042  	0.61468  	-0.1320  	0.00594  	-0.3100  	-0.3624  	0.93403  	0.38823  	-0.0168  	-0.3215  	0.53128  	0.33870  	-0.0468  	0.04975  	-0.1387  	-0.1123  	0.06377  	-0.0398  	-0.0543  	-0.0571  	-0.0129  	-0.0120  	-0.0893  	-0.0478  	-0.0835  	0.01033  	-0.0067  	-0.0047  	0.01375  	-0.0310  	0.01886  	0.18946  	-0.1177  	-0.0114  	0.00832  	-0.0284  	0.46625  	1.19142  	129.859  	112.528  	
-0.4247  	0.25391  	-0.3732  	-0.8122  	-0.2973  	-1.5194  	0.28591  	0.21642  	0.33588  	-0.0378  	-0.3074  	0.06984  	0.51682  	0.86287  	0.73584  	1.48425  	-0.3612  	-0.1410  	0.10203  	0.85450  	-0.2905  	-1.0615  	-1.1743  	1.05395  	0.84007  	-0.0601  	0.31156  	0.73049  	-0.2199  	0.13009  	0.10703  	0.30041  	-0.2491  	0.00762  	0.56721  	-0.1813  	0.03598  	-0.3020  	-0.3508  	0.89847  	0.50670  	-0.0375  	-0.2787  	0.57152  	0.30839  	-0.0418  	0.05023  	-0.1349  	-0.1166  	0.06049  	-0.0374  	-0.0481  	-0.0580  	-0.0173  	0.00166  	-0.0694  	-0.0587  	-0.0842  	0.01075  	-0.0005  	0.01414  	0.01571  	-0.0471  	0.02091  	0.18946  	-0.1177  	-0.0114  	0.00832  	-0.0284  	0.46625  	1.19142  	129.859  	112.528  	
-0.1846  	0.32252  	-0.1205  	-1.0121  	-0.4877  	-1.3319  	0.33077  	0.28684  	0.34840  	-0.0044  	-0.2899  	-0.0719  	0.53363  	0.86667  	0.69205  	1.42354  	-0.3349  	-0.1368  	0.12754  	0.77135  	-0.1795  	-1.0553  	-1.0601  	0.99453  	0.88694  	-0.1060  	0.34839  	0.61479  	-0.2044  	0.12127  	0.11557  	0.31929  	-0.2574  	-0.0151  	0.48219  	-0.1671  	0.09995  	-0.2613  	-0.3795  	0.89152  	0.54869  	-0.0684  	-0.2553  	0.56676  	0.31054  	-0.0396  	0.03622  	-0.1184  	-0.1004  	0.05688  	-0.0477  	-0.0611  	-0.0519  	-0.0198  	-0.0065  	-0.0803  	-0.0632  	-0.0909  	-0.0020  	0.00281  	0.02003  	0.00569  	-0.0290  	0.02831  	0.18946  	-0.1177  	-0.0114  	0.00832  	-0.0284  	0.46625  	1.19142  	129.859  	112.528  	
-0.2711  	0.30467  	-0.1508  	-1.0779  	-0.5208  	-1.4921  	0.32546  	0.28055  	0.37027  	0.05010  	-0.1936  	-0.0730  	0.48571  	0.84032  	0.62500  	1.42263  	-0.3163  	-0.1284  	0.13587  	0.77137  	-0.1251  	-1.0679  	-1.0310  	1.03746  	0.89661  	-0.1169  	0.36482  	0.52759  	-0.2754  	0.11014  	0.12734  	0.32871  	-0.2747  	-0.0123  	0.52563  	-0.1960  	0.16582  	-0.2517  	-0.4030  	0.87115  	0.51750  	-0.0676  	-0.2506  	0.57010  	0.31529  	-0.0383  	0.04135  	-0.1236  	-0.1050  	0.05177  	-0.0548  	-0.0574  	-0.0595  	-0.0239  	-0.0062  	-0.0906  	-0.0641  	-0.0869  	0.00680  	-0.0046  	0.00923  	0.01422  	-0.0350  	0.03017  	0.18946  	-0.1177  	-0.0114  	0.00832  	-0.0284  	0.46625  	1.19142  	129.859  	112.528  	
-0.4934  	0.23389  	-0.2094  	-1.1753  	-0.5339  	-1.5065  	0.29369  	0.20895  	0.33386  	0.00975  	-0.0685  	0.06643  	0.38004  	0.60245  	0.44887  	1.50573  	-0.3009  	-0.1331  	0.13376  	0.76675  	-0.0722  	-1.1130  	-1.0030  	1.09849  	0.78969  	-0.0779  	0.30822  	0.56506  	-0.3513  	0.06034  	0.12235  	0.34614  	-0.3049  	-0.0298  	0.50467  	-0.1793  	0.22917  	-0.2235  	-0.4503  	0.85592  	0.51657  	-0.0757  	-0.2640  	0.56844  	0.31357  	-0.0417  	0.05167  	-0.1356  	-0.1215  	0.05828  	-0.0585  	-0.0586  	-0.0556  	-0.0143  	-0.0055  	-0.1040  	-0.0590  	-0.0794  	0.00705  	3.58565  	0.00509  	0.00145  	-0.0305  	0.03503  	0.18946  	-0.1177  	-0.0114  	0.00832  	-0.0284  	0.46625  	1.19142  	129.859  	112.528  	
-0.4036  	0.23890  	-0.1506  	-1.2859  	-0.6149  	-1.5207  	0.30195  	0.17458  	0.35560  	0.04870  	0.04819  	0.02591  	0.35027  	0.51996  	0.32017  	1.60150  	-0.3536  	-0.0629  	0.14377  	0.82253  	-0.1061  	-1.1721  	-1.0691  	1.04761  	0.80186  	-0.0945  	0.25400  	0.58734  	-0.3590  	0.02859  	0.13435  	0.36327  	-0.2757  	-0.0097  	0.51827  	-0.1429  	0.22586  	-0.2022  	-0.4424  	0.85162  	0.55723  	-0.0866  	-0.2679  	0.56112  	0.30774  	-0.0444  	0.04263  	-0.1418  	-0.1166  	0.05278  	-0.0485  	-0.0564  	-0.0534  	-0.0140  	-0.0004  	-0.0922  	-0.0594  	-0.0822  	0.00656  	-0.0067  	0.00664  	0.00401  	-0.0306  	0.03317  	0.18946  	-0.1177  	-0.0114  	0.00832  	-0.0284  	0.46625  	1.19142  	129.859  	112.528  	
-0.2430  	0.28925  	-0.0429  	-1.3963  	-0.7441  	-1.5212  	0.33651  	0.29937  	0.37540  	0.09297  	0.16682  	0.03139  	0.36378  	0.56300  	0.18755  	1.64408  	-0.3692  	-0.0823  	0.14774  	0.83234  	-0.0173  	-1.1807  	-1.0420  	0.99977  	0.80815  	-0.1204  	0.28243  	0.55698  	-0.4140  	0.01401  	0.13418  	0.35475  	-0.2602  	-0.0451  	0.53181  	-0.1330  	0.25513  	-0.2045  	-0.4485  	0.82076  	0.57125  	-0.0846  	-0.2382  	0.56878  	0.32009  	-0.0476  	0.04384  	-0.1292  	-0.1100  	0.06080  	-0.0549  	-0.0603  	-0.0495  	-0.0128  	-0.0054  	-0.0882  	-0.0500  	-0.0821  	0.00123  	-0.0059  	0.00886  	0.00371  	-0.0144  	0.03020  	0.18946  	-0.1177  	-0.0114  	0.00832  	-0.0284  	0.46625  	1.19142  	129.859  	112.528  	
