-0.1288  	-0.6197  	-0.2111  	-0.7424  	-0.0569  	-0.3961  	-0.3561  	0.45358  	0.42609  	0.49650  	0.26638  	-0.0532  	0.14294  	-0.5787  	0.34529  	0.05612  	-0.0338  	0.23193  	0.51298  	0.25291  	0.05273  	0.33889  	0.26403  	0.41024  	0.29480  	-0.1731  	0.00766  	-0.4070  	0.01705  	-0.0185  	0.16751  	0.09465  	0.05867  	-0.0617  	-0.0032  	-0.4056  	0.03181  	-0.0458  	-0.1750  	0.11202  	0.33687  	-0.0775  	-0.0482  	0.45122  	0.19799  	-0.0359  	0.02113  	0.01274  	-0.0154  	-0.1220  	-0.0774  	-0.0571  	-0.0273  	-0.0276  	-0.0305  	-0.0075  	-0.0182  	-0.0323  	-0.0050  	-0.0288  	-0.0539  	-0.0157  	0.05041  	0.02657  	0.20538  	-0.1504  	0.28533  	0.02347  	-0.0320  	0.24893  	1.34674  	133.352  	120.578  	
-0.2490  	-0.6991  	-0.2988  	-0.7955  	-0.0462  	-0.5120  	-0.3610  	0.35918  	0.38879  	0.53632  	0.24833  	-0.0766  	0.11111  	-0.6985  	0.27175  	0.02350  	-0.0539  	0.28305  	0.50151  	0.30980  	-0.0806  	0.34651  	0.21244  	0.36849  	0.33636  	-0.1740  	-0.0654  	-0.3118  	0.12830  	-0.0109  	0.15159  	0.09341  	0.04919  	-0.0740  	-0.0699  	-0.3235  	-0.0631  	-0.0750  	-0.1423  	0.15203  	0.37814  	-0.0748  	-0.0508  	0.47005  	0.20132  	-0.0420  	0.02448  	0.01764  	-0.0099  	-0.1375  	-0.0773  	-0.0598  	-0.0231  	-0.0263  	-0.0270  	-0.0077  	-0.0132  	-0.0322  	-0.0048  	-0.0233  	-0.0511  	-0.0230  	0.05078  	0.03338  	0.20538  	-0.1504  	0.28533  	0.02347  	-0.0320  	0.24893  	1.34674  	133.352  	120.578  	
-0.0522  	-0.6739  	-0.2554  	-0.5772  	0.05997  	-0.4130  	-0.3062  	0.43974  	0.41466  	0.53482  	0.12090  	-0.1054  	0.19515  	-0.5932  	0.42036  	0.04240  	-0.0443  	0.23233  	0.50000  	0.32935  	-0.0898  	0.36411  	0.13985  	0.38774  	0.44786  	-0.1958  	0.02287  	-0.3329  	0.14446  	0.03365  	0.10066  	0.10866  	0.03987  	-0.0748  	-0.0358  	-0.3325  	-0.0567  	-0.0586  	-0.1211  	0.14358  	0.29931  	-0.0614  	-0.0446  	0.47098  	0.20227  	-0.0488  	0.01678  	0.02390  	0.00558  	-0.1359  	-0.0632  	-0.0595  	-0.0314  	-0.0267  	-0.0254  	-0.0022  	-0.0076  	-0.0364  	-0.0053  	-0.0254  	-0.0560  	-0.0296  	0.05676  	0.02442  	0.20538  	-0.1504  	0.28533  	0.02347  	-0.0320  	0.24893  	1.34674  	133.352  	120.578  	
-0.1433  	-0.6650  	-0.2792  	-0.6127  	0.07002  	-0.3913  	-0.3152  	0.42102  	0.43989  	0.53068  	0.14147  	-0.0566  	0.19320  	-0.5902  	0.29286  	0.07194  	-0.0458  	0.28281  	0.51341  	0.36163  	-0.1281  	0.33326  	0.11653  	0.35969  	0.39767  	-0.1803  	-0.0473  	-0.2322  	0.19467  	0.02131  	0.12911  	0.09208  	0.05911  	-0.0600  	-0.0590  	-0.3201  	-0.0861  	-0.0840  	-0.1040  	0.13635  	0.34287  	-0.0865  	-0.0172  	0.45492  	0.20216  	-0.0444  	0.02582  	0.03649  	0.00227  	-0.1414  	-0.0613  	-0.0619  	-0.0304  	-0.0322  	-0.0281  	-0.0048  	-0.0095  	-0.0411  	-0.0084  	-0.0236  	-0.0579  	-0.0350  	0.05420  	0.03328  	0.20538  	-0.1504  	0.28533  	0.02347  	-0.0320  	0.24893  	1.34674  	133.352  	120.578  	
-0.2977  	-0.7690  	-0.3644  	-0.6223  	0.11777  	-0.4821  	-0.2988  	0.37351  	0.38675  	0.53917  	0.20146  	-0.0779  	0.13990  	-0.6152  	0.25521  	0.01867  	-0.0577  	0.31935  	0.51065  	0.37748  	-0.1105  	0.35113  	0.05914  	0.43256  	0.44272  	-0.1915  	-0.0040  	-0.2477  	0.18889  	0.03186  	0.13055  	0.07944  	0.03238  	-0.0661  	0.01462  	-0.2723  	-0.1083  	-0.1154  	-0.1199  	0.15493  	0.28000  	-0.0624  	-0.0636  	0.45803  	0.20840  	-0.0437  	0.01976  	0.02114  	0.00536  	-0.1361  	-0.0540  	-0.0649  	-0.0292  	-0.0318  	-0.0246  	-0.0106  	-0.0054  	-0.0276  	-0.0085  	-0.0266  	-0.0677  	-0.0313  	0.05532  	0.02890  	0.20538  	-0.1504  	0.28533  	0.02347  	-0.0320  	0.24893  	1.34674  	133.352  	120.578  	
-0.3519  	-0.7881  	-0.4819  	-0.5521  	0.15884  	-0.5062  	-0.3358  	0.35273  	0.36318  	0.48938  	0.18999  	-0.0461  	0.13340  	-0.6871  	0.36417  	-0.0337  	-0.0613  	0.29302  	0.49259  	0.39998  	-0.1122  	0.34140  	0.08400  	0.43066  	0.39742  	-0.1985  	-0.0232  	-0.2426  	0.18483  	0.03163  	0.11943  	0.08431  	0.03606  	-0.0484  	-0.0163  	-0.3116  	-0.1284  	-0.1151  	-0.1180  	0.15339  	0.25187  	-0.0537  	-0.1030  	0.43105  	0.21359  	-0.0425  	0.02522  	0.00709  	0.00623  	-0.1436  	-0.0580  	-0.0634  	-0.0327  	-0.0313  	-0.0293  	-0.0038  	-0.0065  	-0.0414  	-0.0016  	-0.0186  	-0.0646  	-0.0336  	0.05130  	0.02851  	0.20538  	-0.1504  	0.28533  	0.02347  	-0.0320  	0.24893  	1.34674  	133.352  	120.578  	
-0.3356  	-0.7754  	-0.4938  	-0.5394  	0.18739  	-0.5369  	-0.3250  	0.38697  	0.39834  	0.55118  	0.13343  	-0.0083  	0.23215  	-0.5589  	0.32095  	-0.0278  	-0.0711  	0.32698  	0.45759  	0.44842  	-0.2157  	0.31771  	0.02706  	0.33598  	0.40576  	-0.1698  	-0.1395  	-0.1307  	0.26557  	0.02528  	0.14027  	0.05593  	0.05109  	-0.0453  	-0.0237  	-0.2942  	-0.2371  	-0.1453  	-0.0765  	0.19379  	0.26054  	-0.0650  	-0.0854  	0.43618  	0.21147  	-0.0600  	0.03065  	0.01239  	0.00363  	-0.1340  	-0.0534  	-0.0676  	-0.0365  	-0.0276  	-0.0282  	-0.0092  	-0.0035  	-0.0400  	-0.0084  	-0.0178  	-0.0601  	-0.0324  	0.06214  	0.02698  	0.20538  	-0.1504  	0.28533  	0.02347  	-0.0320  	0.24893  	1.34674  	133.352  	120.578  	
-0.3896  	-0.8225  	-0.6004  	-0.3724  	0.34860  	-0.5639  	-0.3220  	0.36683  	0.38793  	0.56643  	0.09814  	0.07877  	0.27029  	-0.5378  	0.38090  	-0.0248  	-0.1157  	0.32546  	0.47935  	0.48625  	-0.2726  	0.28662  	-0.0402  	0.30954  	0.44476  	-0.1600  	-0.1646  	-0.0348  	0.34133  	0.06031  	0.12727  	0.03891  	0.05814  	-0.0191  	-0.0152  	-0.2700  	-0.2852  	-0.1687  	-0.0490  	0.19769  	0.23151  	-0.0498  	-0.0959  	0.43875  	0.21932  	-0.0525  	0.03061  	0.01639  	0.01240  	-0.1406  	-0.0514  	-0.0708  	-0.0385  	-0.0320  	-0.0311  	-0.0096  	-0.0002  	-0.0311  	-0.0043  	-0.0221  	-0.0675  	-0.0399  	0.06618  	0.02272  	0.20538  	-0.1504  	0.28533  	0.02347  	-0.0320  	0.24893  	1.34674  	133.352  	120.578  	
-0.3204  	-0.7659  	-0.5376  	-0.3586  	0.30049  	-0.4883  	-0.3417  	0.42288  	0.38127  	0.53116  	0.00980  	0.11795  	0.25412  	-0.5444  	0.48799  	-0.0287  	-0.0935  	0.31444  	0.51180  	0.45087  	-0.2216  	0.34266  	-0.0039  	0.35573  	0.47988  	-0.1887  	-0.0622  	-0.0973  	0.29650  	0.07579  	0.12953  	0.05313  	0.03790  	-0.0177  	0.00165  	-0.2858  	-0.2269  	-0.1618  	-0.0620  	0.19146  	0.20709  	-0.0409  	-0.1030  	0.44348  	0.20615  	-0.0481  	0.02312  	0.01391  	0.02159  	-0.1352  	-0.0406  	-0.0689  	-0.0274  	-0.0266  	-0.0301  	0.00590  	0.00396  	-0.0311  	0.00613  	-0.0214  	-0.0715  	-0.0309  	0.03999  	0.01869  	0.20538  	-0.1504  	0.28533  	0.02347  	-0.0320  	0.24893  	1.34674  	133.352  	120.578  	
-0.1762  	-0.7019  	-0.3975  	-0.4647  	0.16931  	-0.3774  	-0.3161  	0.39682  	0.40002  	0.45555  	-0.1186  	-0.0358  	0.23223  	-0.5147  	0.59639  	-0.0416  	-0.0470  	0.30859  	0.52149  	0.35161  	-0.2029  	0.38300  	0.10867  	0.39584  	0.46016  	-0.1774  	-0.0478  	-0.1910  	0.28993  	0.09274  	0.10400  	0.05690  	0.03010  	-0.0596  	-0.0807  	-0.3287  	-0.1821  	-0.1439  	-0.0691  	0.20548  	0.26136  	-0.0665  	-0.0739  	0.46404  	0.20427  	-0.0410  	0.02420  	0.03263  	0.00980  	-0.1475  	-0.0673  	-0.0620  	-0.0299  	-0.0247  	-0.0306  	-0.0047  	-0.0011  	-0.0409  	-0.0038  	-0.0199  	-0.0656  	-0.0365  	0.04343  	0.02131  	0.20538  	-0.1504  	0.28533  	0.02347  	-0.0320  	0.24893  	1.34674  	133.352  	120.578  	
